matrix_id,year,row_position,row_code,row_description,row_type,column_position,column_code,column_description,column_type,value
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,45,523,"Securities, commodity contracts, and investments",Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,46,524,Insurance carriers and related activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,47,525,"Funds, trusts, and other financial vehicles",Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,48,HS,Housing,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,49,ORE,Other real estate,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,51,5411,Legal services,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,52,5415,Computer systems design and related services,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,53,5412OP,"Miscellaneous professional, scientific, and technical services",Commodity,0.0008869
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,54,55,Management of companies and enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,55,561,Administrative and support services,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,56,562,Waste management and remediation services,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,57,61,Educational services,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,58,621,Ambulatory health care services,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,59,622,Hospitals,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,60,623,Nursing and residential care facilities,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,61,624,Social assistance,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,62,711AS,"Performing arts, spectator sports, museums, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,63,713,"Amusements, gambling, and recreation industries",Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,64,721,Accommodation,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,65,722,Food services and drinking places,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,66,81,"Other services, except government",Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,67,GFGD,Federal general government (defense),Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,68,GFGN,Federal general government (nondefense),Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,69,GFE,Federal government enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,70,GSLG,State and local general government,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,71,GSLE,State and local government enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,72,Used,"Scrap, used and secondhand goods",Commodity,0.0000000
industry_by_commodity_market_share,2024,18,339,Miscellaneous manufacturing,Industry,73,Other,Noncomparable imports and rest-of-the-world adjustment,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,1,111CA,Farms,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,2,113FF,"Forestry, fishing, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,3,211,Oil and gas extraction,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,4,212,"Mining, except oil and gas",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,5,213,Support activities for mining,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,6,22,Utilities,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,7,23,Construction,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,8,321,Wood products,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,9,327,Nonmetallic mineral products,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,10,331,Primary metals,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,11,332,Fabricated metal products,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,12,333,Machinery,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,13,334,Computer and electronic products,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,14,335,"Electrical equipment, appliances, and components",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,15,3361MV,"Motor vehicles, bodies and trailers, and parts",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,16,3364OT,Other transportation equipment,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,17,337,Furniture and related products,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,18,339,Miscellaneous manufacturing,Commodity,0.0000261
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,19,311FT,Food and beverage and tobacco products,Commodity,0.9884369
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,20,313TT,Textile mills and textile product mills,Commodity,0.0000088
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,21,315AL,Apparel and leather and allied products,Commodity,0.0286755
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,22,322,Paper products,Commodity,0.0002244
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,23,323,Printing and related support activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,24,324,Petroleum and coal products,Commodity,0.0000674
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,25,325,Chemical products,Commodity,0.0033157
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,26,326,Plastics and rubber products,Commodity,0.0000012
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,27,42,Wholesale trade,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,28,441,Motor vehicle and parts dealers,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,29,445,Food and beverage stores,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,30,452,General merchandise stores,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,31,4A0,Other retail,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,32,481,Air transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,33,482,Rail transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,34,483,Water transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,35,484,Truck transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,36,485,Transit and ground passenger transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,37,486,Pipeline transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,38,487OS,Other transportation and support activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,39,493,Warehousing and storage,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,40,511,"Publishing industries, except internet (includes software)",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,41,512,Motion picture and sound recording industries,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,42,513,Broadcasting and telecommunications,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,43,514,"Data processing, internet publishing, and other information services",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,44,521CI,"Federal Reserve banks, credit intermediation, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,45,523,"Securities, commodity contracts, and investments",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,46,524,Insurance carriers and related activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,47,525,"Funds, trusts, and other financial vehicles",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,48,HS,Housing,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,49,ORE,Other real estate,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,51,5411,Legal services,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,52,5415,Computer systems design and related services,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,53,5412OP,"Miscellaneous professional, scientific, and technical services",Commodity,0.0000008
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,54,55,Management of companies and enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,55,561,Administrative and support services,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,56,562,Waste management and remediation services,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,57,61,Educational services,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,58,621,Ambulatory health care services,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,59,622,Hospitals,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,60,623,Nursing and residential care facilities,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,61,624,Social assistance,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,62,711AS,"Performing arts, spectator sports, museums, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,63,713,"Amusements, gambling, and recreation industries",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,64,721,Accommodation,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,65,722,Food services and drinking places,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,66,81,"Other services, except government",Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,67,GFGD,Federal general government (defense),Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,68,GFGN,Federal general government (nondefense),Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,69,GFE,Federal government enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,70,GSLG,State and local general government,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,71,GSLE,State and local government enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,72,Used,"Scrap, used and secondhand goods",Commodity,0.0000702
industry_by_commodity_market_share,2024,19,311FT,Food and beverage and tobacco products,Industry,73,Other,Noncomparable imports and rest-of-the-world adjustment,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,1,111CA,Farms,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,2,113FF,"Forestry, fishing, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,3,211,Oil and gas extraction,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,4,212,"Mining, except oil and gas",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,5,213,Support activities for mining,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,6,22,Utilities,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,7,23,Construction,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,8,321,Wood products,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,9,327,Nonmetallic mineral products,Commodity,0.0000062
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,10,331,Primary metals,Commodity,0.0000004
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,11,332,Fabricated metal products,Commodity,0.0001782
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,12,333,Machinery,Commodity,0.0000125
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,13,334,Computer and electronic products,Commodity,0.0001128
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,14,335,"Electrical equipment, appliances, and components",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,15,3361MV,"Motor vehicles, bodies and trailers, and parts",Commodity,0.0007764
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,16,3364OT,Other transportation equipment,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,17,337,Furniture and related products,Commodity,0.0008101
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,18,339,Miscellaneous manufacturing,Commodity,0.0001591
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,19,311FT,Food and beverage and tobacco products,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,20,313TT,Textile mills and textile product mills,Commodity,0.9237007
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,21,315AL,Apparel and leather and allied products,Commodity,0.0168295
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,22,322,Paper products,Commodity,0.0000023
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,23,323,Printing and related support activities,Commodity,0.0028192
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,24,324,Petroleum and coal products,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,25,325,Chemical products,Commodity,0.0032993
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,26,326,Plastics and rubber products,Commodity,0.0018178
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,27,42,Wholesale trade,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,28,441,Motor vehicle and parts dealers,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,29,445,Food and beverage stores,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,30,452,General merchandise stores,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,31,4A0,Other retail,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,32,481,Air transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,33,482,Rail transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,34,483,Water transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,35,484,Truck transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,36,485,Transit and ground passenger transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,37,486,Pipeline transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,38,487OS,Other transportation and support activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,39,493,Warehousing and storage,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,40,511,"Publishing industries, except internet (includes software)",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,41,512,Motion picture and sound recording industries,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,42,513,Broadcasting and telecommunications,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,43,514,"Data processing, internet publishing, and other information services",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,44,521CI,"Federal Reserve banks, credit intermediation, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,45,523,"Securities, commodity contracts, and investments",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,46,524,Insurance carriers and related activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,47,525,"Funds, trusts, and other financial vehicles",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,48,HS,Housing,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,49,ORE,Other real estate,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,50,532RL,Rental and leasing services and lessors of intangible assets,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,51,5411,Legal services,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,52,5415,Computer systems design and related services,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,53,5412OP,"Miscellaneous professional, scientific, and technical services",Commodity,0.0000002
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,54,55,Management of companies and enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,55,561,Administrative and support services,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,56,562,Waste management and remediation services,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,57,61,Educational services,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,58,621,Ambulatory health care services,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,59,622,Hospitals,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,60,623,Nursing and residential care facilities,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,61,624,Social assistance,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,62,711AS,"Performing arts, spectator sports, museums, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,63,713,"Amusements, gambling, and recreation industries",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,64,721,Accommodation,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,65,722,Food services and drinking places,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,66,81,"Other services, except government",Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,67,GFGD,Federal general government (defense),Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,68,GFGN,Federal general government (nondefense),Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,69,GFE,Federal government enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,70,GSLG,State and local general government,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,71,GSLE,State and local government enterprises,Commodity,0.0000000
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,72,Used,"Scrap, used and secondhand goods",Commodity,0.0000006
industry_by_commodity_market_share,2024,20,313TT,Textile mills and textile product mills,Industry,73,Other,Noncomparable imports and rest-of-the-world adjustment,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,1,111CA,Farms,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,2,113FF,"Forestry, fishing, and related activities",Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,3,211,Oil and gas extraction,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,4,212,"Mining, except oil and gas",Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,5,213,Support activities for mining,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,6,22,Utilities,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,7,23,Construction,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,8,321,Wood products,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,9,327,Nonmetallic mineral products,Commodity,0.0000986
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,10,331,Primary metals,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,11,332,Fabricated metal products,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,12,333,Machinery,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,13,334,Computer and electronic products,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,14,335,"Electrical equipment, appliances, and components",Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,15,3361MV,"Motor vehicles, bodies and trailers, and parts",Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,16,3364OT,Other transportation equipment,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,17,337,Furniture and related products,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,18,339,Miscellaneous manufacturing,Commodity,0.0000424
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,19,311FT,Food and beverage and tobacco products,Commodity,0.0006975
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,20,313TT,Textile mills and textile product mills,Commodity,0.0037865
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,21,315AL,Apparel and leather and allied products,Commodity,0.8831881
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,22,322,Paper products,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,23,323,Printing and related support activities,Commodity,0.0000784
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,24,324,Petroleum and coal products,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,25,325,Chemical products,Commodity,0.0000582
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,26,326,Plastics and rubber products,Commodity,0.0000031
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,27,42,Wholesale trade,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,28,441,Motor vehicle and parts dealers,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,29,445,Food and beverage stores,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,30,452,General merchandise stores,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,31,4A0,Other retail,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,32,481,Air transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,33,482,Rail transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,34,483,Water transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,35,484,Truck transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,36,485,Transit and ground passenger transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,37,486,Pipeline transportation,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,38,487OS,Other transportation and support activities,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,39,493,Warehousing and storage,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,40,511,"Publishing industries, except internet (includes software)",Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,41,512,Motion picture and sound recording industries,Commodity,0.0000000
industry_by_commodity_market_share,2024,21,315AL,Apparel and leather and allied products,Industry,42,513,Broadcasting and telecommunications,Commodity,0.0000000
